P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S03	S01	S17	0.241379	0.918692	0.358257	0.01387	38	18	11
S03	S01	S18	0.241379	0.918692	0.358257	0.0147835	38	18	11
S03	S01	S19	0.241379	0.918692	0.358257	0.0143168	38	18	11
S01	S04	S05	0.978142	3.0452e-314	nan	0.403267	0	181	2
S01	S04	S06	0.977528	3.0452e-314	nan	0.379705	0	176	2
S01	S04	S07	0.977654	3.0452e-314	nan	0.370468	0	177	2
S08	S04	S01	0.333333	2.11076	0.0347927	0.0386629	7	36	18
S09	S04	S01	0.333333	1.80851	0.0705271	0.0386629	7	36	18
S10	S04	S01	0.298246	1.89022	0.0587289	0.0365936	4	37	20
S04	S01	S11	0.266667	1.05869	0.28974	0.0162995	37	19	11
S04	S01	S12	0.36	1.2163	0.223869	0.0174948	37	17	8
S13	S04	S01	0.358491	2.15886	0.0308612	0.0407234	8	36	17
S14	S04	S01	0.358491	2.15886	0.0308612	0.0407234	8	36	17
S15	S04	S01	0.358491	2.15886	0.0308612	0.0407234	8	36	17
S16	S04	S01	0.358491	2.15886	0.0308612	0.0407234	8	36	17
S17	S04	S01	0.358491	2.15886	0.0308612	0.0407234	8	36	17
S18	S04	S01	0.358491	2.15886	0.0308612	0.0407234	8	36	17
S19	S04	S01	0.358491	2.15886	0.0308612	0.0407234	8	36	17
						3.04519e-314			
						3.04519e-314			
S08	S05	S01	0.357143	2.26153	0.0237263	0.0429588	7	38	18
S09	S05	S01	0.357143	1.93769	0.0526611	0.0429588	7	38	18
S10	S05	S01	0.322034	2.12885	0.033267	0.0408987	4	39	20
S05	S01	S11	0.241379	0.950178	0.342022	0.0142912	38	18	11
S05	S01	S12	0.36	1.2163	0.223869	0.0174948	39	17	8
S05	S01	S13	0.36	1.2163	0.223869	0.0174609	38	17	8
S05	S01	S14	0.36	1.2163	0.223869	0.0197152	38	17	8
S05	S01	S15	0.36	1.2163	0.223869	0.0172973	38	17	8
S05	S01	S16	0.36	1.2163	0.223869	0.0183627	38	17	8
S05	S01	S17	0.36	1.2163	0.223869	0.0177624	38	17	8
S05	S01	S18	0.36	1.2163	0.223869	0.0189274	38	17	8
S05	S01	S19	0.36	1.2163	0.223869	0.0183323	38	17	8
						3.04519e-314			
S08	S06	S01	0.357143	2.26153	0.0237263	0.0429588	7	38	18
S09	S06	S01	0.357143	1.93769	0.0526611	0.0429588	7	38	18
S10	S06	S01	0.322034	2.12885	0.033267	0.0408987	4	39	20
S06	S01	S11	0.241379	0.950178	0.342022	0.0142912	38	18	11
S06	S01	S12	0.36	1.2163	0.223869	0.0174948	39	17	8
S06	S01	S13	0.36	1.2163	0.223869	0.0174609	38	17	8
S06	S01	S14	0.36	1.2163	0.223869	0.0197152	38	17	8
S06	S01	S15	0.36	1.2163	0.223869	0.0172973	38	17	8
S06	S01	S16	0.36	1.2163	0.223869	0.0183627	38	17	8
S06	S01	S17	0.36	1.2163	0.223869	0.0177624	38	17	8
S06	S01	S18	0.36	1.2163	0.223869	0.0189274	38	17	8
S06	S01	S19	0.36	1.2163	0.223869	0.0183323	38	17	8
S08	S07	S01	0.357143	2.26153	0.0237263	0.0429588	7	38	18
S09	S07	S01	0.357143	1.93769	0.0526611	0.0429588	7	38	18
S10	S07	S01	0.322034	2.12885	0.033267	0.0408987	4	39	20
S07	S01	S11	0.241379	0.950178	0.342022	0.0142912	38	18	11
S07	S01	S12	0.36	1.2163	0.223869	0.0174948	39	17	8
S07	S01	S13	0.36	1.2163	0.223869	0.0174609	38	17	8
S07	S01	S14	0.36	1.2163	0.223869	0.0197152	38	17	8
S07	S01	S15	0.36	1.2163	0.223869	0.0172973	38	17	8
S07	S01	S16	0.36	1.2163	0.223869	0.0183627	38	17	8
S07	S01	S17	0.36	1.2163	0.223869	0.0177624	38	17	8
S07	S01	S18	0.36	1.2163	0.223869	0.0189274	38	17	8
S07	S01	S19	0.36	1.2163	0.223869	0.0183323	38	17	8
S09	S08	S01	0	3.04519e-314	nan	0	81	2	2
S08	S10	S01	0.142857	0.353553	0.723674	0.00214794	68	4	3
S11	S08	S01	0	0	1	0	43	6	6
S12	S08	S01	0.142857	0.400892	0.6885	0.0042775	38	8	6
S13	S08	S01	0.0769231	0.213963	0.830576	0.00214334	37	7	6
S14	S08	S01	0.0769231	0.213963	0.830576	0.00214334	37	7	6
S15	S08	S01	0.0769231	0.213963	0.830576	0.00214334	38	7	6
S16	S08	S01	0.0769231	0.213963	0.830576	0.00214334	37	7	6
S17	S08	S01	0.0769231	0.213963	0.830576	0.00214334	37	7	6
S18	S08	S01	0.0769231	0.213963	0.830576	0.00214334	37	7	6
S19	S08	S01	0.0769231	0.213963	0.830576	0.00214334	37	7	6
S09	S10	S01	0.111111	0.276818	0.78192	0.00214794	73	5	4
S11	S09	S01	0	0	1	0	40	7	7
S12	S09	S01	0.125	0.34769	0.728073	0.0042775	39	9	7
S13	S09	S01	0.0666667	0.185435	0.852888	0.00214334	38	8	7
S14	S09	S01	0.0666667	0.185435	0.852888	0.00214334	38	8	7
S15	S09	S01	0.0666667	0.185435	0.852888	0.00214334	38	8	7
S16	S09	S01	0.0666667	0.185435	0.852888	0.00214334	38	8	7
S17	S09	S01	0.0666667	0.185435	0.852888	0.00214334	38	8	7
S18	S09	S01	0.0666667	0.185435	0.852888	0.00214334	38	8	7
S19	S09	S01	0.0666667	0.185435	0.852888	0.00214334	38	8	7
S11	S10	S01	0.0666667	0.196039	0.844579	0.00214794	37	8	7
S12	S10	S01	0.2	0.556304	0.578003	0.00641625	35	9	6
S13	S10	S01	0.125	0.338886	0.734696	0.00428667	32	9	7
S14	S10	S01	0.125	0.338886	0.734696	0.00428667	32	9	7
S15	S10	S01	0.125	0.338886	0.734696	0.00428667	33	9	7
S16	S10	S01	0.125	0.338886	0.734696	0.00428667	32	9	7
S17	S10	S01	0.125	0.338886	0.734696	0.00428667	32	9	7
S18	S10	S01	0.125	0.338886	0.734696	0.00428667	32	9	7
S19	S10	S01	0.125	0.338886	0.734696	0.00428667	32	9	7
S12	S11	S01	0.166667	0.448211	0.654001	0.0042775	73	7	5
S13	S11	S01	0.0909091	0.246132	0.80558	0.00214334	72	6	5
S14	S11	S01	0.0909091	0.246132	0.80558	0.00214334	72	6	5
S15	S11	S01	0.0909091	0.246132	0.80558	0.00214334	73	6	5
S16	S11	S01	0.0909091	0.246132	0.80558	0.00214334	72	6	5
S17	S11	S01	0.0909091	0.246132	0.80558	0.00214334	72	6	5
S18	S11	S01	0.0909091	0.246132	0.80558	0.00214334	72	6	5
S19	S11	S01	0.0909091	0.246132	0.80558	0.00214334	72	6	5
S01	S12	S13	0.985714	3.0452e-314	nan	0.272492	0	139	1
S01	S12	S14	0.985714	3.0452e-314	nan	0.30838	0	139	1
S01	S12	S15	0.985816	3.0452e-314	nan	0.271849	0	140	1
S01	S12	S16	0.985915	3.0452e-314	nan	0.290985	0	141	1
S01	S12	S17	0.985915	3.0452e-314	nan	0.281301	0	141	1
S01	S12	S18	0.985915	3.0452e-314	nan	0.300107	0	141	1
S01	S12	S19	0.985915	3.0452e-314	nan	0.290494	0	141	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S04	S03	S02	0.2	3.04519e-314	nan	0.00222469	116	3	2
S03	S05	S02	0.6	3.04519e-314	nan	0.00668896	122	4	1
S03	S06	S02	0.6	3.04519e-314	nan	0.00668896	122	4	1
S03	S07	S02	0.6	3.04519e-314	nan	0.00668896	122	4	1
S03	S02	S08	0.310345	1.2321	0.217912	0.0187476	39	19	10
S03	S02	S09	0.310345	1.181	0.237604	0.0186892	39	19	10
S10	S03	S02	0.311475	2.05905	0.0394896	0.0406417	7	40	21
S03	S02	S11	0.151515	0.661247	0.508454	0.0102498	39	19	14
S03	S02	S12	0.241379	0.918692	0.358257	0.0136602	40	18	11
S03	S02	S13	0.241379	0.918692	0.358257	0.0136336	39	18	11
S03	S02	S14	0.241379	0.918692	0.358257	0.0154015	39	18	11
S03	S02	S15	0.241379	0.918692	0.358257	0.0135054	39	18	11
S03	S02	S16	0.241379	0.918692	0.358257	0.0143406	39	18	11
S03	S02	S17	0.241379	0.918692	0.358257	0.01387	39	18	11
S03	S02	S18	0.241379	0.918692	0.358257	0.0147835	39	18	11
S03	S02	S19	0.241379	0.918692	0.358257	0.0143168	39	18	11
S02	S04	S05	0.956522	3.0452e-314	nan	0.399206	0	180	4
S02	S04	S06	0.955307	3.0452e-314	nan	0.375618	0	175	4
S02	S04	S07	0.955556	3.0452e-314	nan	0.366445	0	176	4
S08	S04	S02	0.345455	2.28694	0.0221993	0.040555	7	37	18
S09	S04	S02	0.345455	1.96456	0.0494654	0.040555	7	37	18
S10	S04	S02	0.310345	1.9669	0.0491948	0.0385027	4	38	20
S04	S02	S11	0.266667	1.05869	0.28974	0.0162995	38	19	11
S04	S02	S12	0.36	1.2163	0.223869	0.0174948	38	17	8
S04	S02	S13	0.36	1.2163	0.223869	0.0174609	37	17	8
S04	S02	S14	0.36	1.2163	0.223869	0.0197152	37	17	8
S04	S02	S15	0.36	1.2163	0.223869	0.0172973	37	17	8
S04	S02	S16	0.36	1.2163	0.223869	0.0183627	37	17	8
S04	S02	S17	0.36	1.2163	0.223869	0.0177624	37	17	8
S04	S02	S18	0.36	1.2163	0.223869	0.0189274	37	17	8
S04	S02	S19	0.36	1.2163	0.223869	0.0183323	37	17	8
						3.04519e-314			
						3.04519e-314			
S08	S05	S02	0.389831	2.58071	0.00985965	0.0490928	7	41	18
S09	S05	S02	0.389831	2.21692	0.0266286	0.0490928	7	41	18
S10	S05	S02	0.354839	2.34571	0.018991	0.0470588	4	42	20
S05	S02	S11	0.241379	0.950178	0.342022	0.0142912	41	18	11
S05	S02	S12	0.36	1.2163	0.223869	0.0174948	42	17	8
S05	S02	S13	0.36	1.2163	0.223869	0.0174609	41	17	8
S05	S02	S14	0.36	1.2163	0.223869	0.0197152	41	17	8
S05	S02	S15	0.36	1.2163	0.223869	0.0172973	41	17	8
S05	S02	S16	0.36	1.2163	0.223869	0.0183627	41	17	8
S05	S02	S17	0.36	1.2163	0.223869	0.0177624	41	17	8
S05	S02	S18	0.36	1.2163	0.223869	0.0189274	41	17	8
S05	S02	S19	0.36	1.2163	0.223869	0.0183323	41	17	8
						3.04519e-314			
S08	S06	S02	0.389831	2.58071	0.00985965	0.0490928	7	41	18
S09	S06	S02	0.389831	2.21692	0.0266286	0.0490928	7	41	18
S10	S06	S02	0.354839	2.34571	0.018991	0.0470588	4	42	20
S06	S02	S11	0.241379	0.950178	0.342022	0.0142912	41	18	11
S06	S02	S12	0.36	1.2163	0.223869	0.0174948	42	17	8
S06	S02	S13	0.36	1.2163	0.223869	0.0174609	41	17	8
S06	S02	S14	0.36	1.2163	0.223869	0.0197152	41	17	8
S06	S02	S15	0.36	1.2163	0.223869	0.0172973	41	17	8
S06	S02	S16	0.36	1.2163	0.223869	0.0183627	41	17	8
S06	S02	S17	0.36	1.2163	0.223869	0.0177624	41	17	8
S06	S02	S18	0.36	1.2163	0.223869	0.0189274	41	17	8
S06	S02	S19	0.36	1.2163	0.223869	0.0183323	41	17	8
S08	S07	S02	0.389831	2.58071	0.00985965	0.0490928	7	41	18
S09	S07	S02	0.389831	2.21692	0.0266286	0.0490928	7	41	18
S10	S07	S02	0.354839	2.34571	0.018991	0.0470588	4	42	20
S07	S02	S11	0.241379	0.950178	0.342022	0.0142912	41	18	11
S07	S02	S12	0.36	1.2163	0.223869	0.0174948	42	17	8
S07	S02	S13	0.36	1.2163	0.223869	0.0174609	41	17	8
S07	S02	S14	0.36	1.2163	0.223869	0.0197152	41	17	8
S07	S02	S15	0.36	1.2163	0.223869	0.0172973	41	17	8
S07	S02	S16	0.36	1.2163	0.223869	0.0183627	41	17	8
S07	S02	S17	0.36	1.2163	0.223869	0.0177624	41	17	8
S07	S02	S18	0.36	1.2163	0.223869	0.0189274	41	17	8
S07	S02	S19	0.36	1.2163	0.223869	0.0183323	41	17	8
S09	S08	S02	0	3.04519e-314	nan	0	81	2	2
S08	S10	S02	0.142857	0.353553	0.723674	0.00213447	68	4	3
S11	S08	S02	0	0	1	0	43	6	6
S12	S08	S02	0.142857	0.400892	0.6885	0.0042508	38	8	6
S13	S08	S02	0.0769231	0.213963	0.830576	0.00212993	37	7	6
S14	S08	S02	0.0769231	0.213963	0.830576	0.00212993	37	7	6
S15	S08	S02	0.0769231	0.213963	0.830576	0.00212993	38	7	6
S16	S08	S02	0.0769231	0.213963	0.830576	0.00212993	37	7	6
S17	S08	S02	0.0769231	0.213963	0.830576	0.00212993	37	7	6
S18	S08	S02	0.0769231	0.213963	0.830576	0.00212993	37	7	6
S19	S08	S02	0.0769231	0.213963	0.830576	0.00212993	37	7	6
S09	S10	S02	0.111111	0.276818	0.78192	0.00213447	73	5	4
S11	S09	S02	0	0	1	0	40	7	7
S12	S09	S02	0.125	0.34769	0.728073	0.0042508	39	9	7
S13	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S14	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S15	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S16	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S17	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S18	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S19	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S11	S10	S02	0.0666667	0.196039	0.844579	0.00213447	37	8	7
S12	S10	S02	0.2	0.556304	0.578003	0.0063762	35	9	6
S13	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S14	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S15	S10	S02	0.125	0.338886	0.734696	0.00425985	33	9	7
S16	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S17	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S18	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S19	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S12	S11	S02	0.166667	0.448211	0.654001	0.0042508	73	7	5
S13	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S14	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S15	S11	S02	0.0909091	0.246132	0.80558	0.00212993	73	6	5
S16	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S17	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S18	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S19	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S02	S12	S13	0.985714	3.0452e-314	nan	0.272492	0	139	1
S02	S12	S14	0.985714	3.0452e-314	nan	0.30838	0	139	1
S02	S12	S15	0.985816	3.0452e-314	nan	0.271849	0	140	1
S02	S12	S16	0.985915	3.0452e-314	nan	0.290985	0	141	1
S02	S12	S17	0.985915	3.0452e-314	nan	0.281301	0	141	1
